,FIPS,STATEFP,COUNTYFP,STNAME,CTYNAME,NAMELSAD,population,Longitude,Latitude,2013 Urban-Rural Code,Large Central Metro,Large Fringe Metro,Medium Metro,Small Metro,Micropolitan,Noncore,Metro,Nonmetro,Areaname,LAND.AREA,POPDENSITY
1,1001,1,1,Alabama,Autauga County,Autauga County,55601,-86.64275732,32.53492076,3,0,0,1,0,0,0,1,0,"Autauga, AL",594.44,93.53509185
2,1003,1,3,Alabama,Baldwin County,Baldwin County,218022,-87.74984468,30.66097399,4,0,0,0,1,0,0,1,0,"Baldwin, AL",1589.78,137.13973
3,1005,1,5,Alabama,Barbour County,Barbour County,24881,-85.39319698,31.86960324,6,0,0,0,0,0,1,0,1,"Barbour, AL",884.88,28.1179369
4,1007,1,7,Alabama,Bibb County,Bibb County,22400,-87.1264391,32.9986443,2,0,1,0,0,0,0,1,0,"Bibb, AL",622.58,35.9793119
5,1009,1,9,Alabama,Blount County,Blount County,57840,-86.56737096,33.98086739,2,0,1,0,0,0,0,1,0,"Blount, AL",644.78,89.70501566
6,1011,1,11,Alabama,Bullock County,Bullock County,10138,-85.71569723,32.10055422,6,0,0,0,0,0,1,0,1,"Bullock, AL",622.81,16.27783754
7,1013,1,13,Alabama,Butler County,Butler County,19680,-86.68028922,31.75243394,6,0,0,0,0,0,1,0,1,"Butler, AL",776.83,25.3337281
8,1015,1,15,Alabama,Calhoun County,Calhoun County,114277,-85.82603461,33.7714282,4,0,0,0,1,0,0,1,0,"Calhoun, AL",605.87,188.6163698
9,1017,1,17,Alabama,Chambers County,Chambers County,33615,-85.39204295,32.91437224,5,0,0,0,0,1,0,0,1,"Chambers, AL",596.53,56.35089602
10,1019,1,19,Alabama,Cherokee County,Cherokee County,26032,-85.60379372,34.17595597,6,0,0,0,0,0,1,0,1,"Cherokee, AL",553.7,47.01462886
11,1021,1,21,Alabama,Chilton County,Chilton County,44153,-86.71881367,32.84785321,2,0,1,0,0,0,0,1,0,"Chilton, AL",692.85,63.72663636
12,1023,1,23,Alabama,Choctaw County,Choctaw County,12841,-88.26320127,32.01961078,6,0,0,0,0,0,1,0,1,"Choctaw, AL",913.5,14.05692392
13,1025,1,25,Alabama,Clarke County,Clarke County,23920,-87.83080985,31.67665958,6,0,0,0,0,0,1,0,1,"Clarke, AL",1238.47,19.31415375
14,1027,1,27,Alabama,Clay County,Clay County,13275,-85.86054708,33.26908587,6,0,0,0,0,0,1,0,1,"Clay, AL",603.96,21.97993245
15,1029,1,29,Alabama,Cleburne County,Cleburne County,14987,-85.51876803,33.67455771,6,0,0,0,0,0,1,0,1,"Cleburne, AL",560.1,26.75772184
16,1031,1,31,Alabama,Coffee County,Coffee County,51909,-85.98820693,31.40262718,5,0,0,0,0,1,0,0,1,"Coffee, AL",678.97,76.45256786
17,1033,1,33,Alabama,Colbert County,Colbert County,54762,-87.80498529,34.7004338,4,0,0,0,1,0,0,1,0,"Colbert, AL",592.62,92.40660119
18,1035,1,35,Alabama,Conecuh County,Conecuh County,12277,-86.99367432,31.42926524,6,0,0,0,0,0,1,0,1,"Conecuh, AL",850.16,14.44081114
19,1037,1,37,Alabama,Coosa County,Coosa County,10715,-86.24765926,32.93622683,5,0,0,0,0,1,0,0,1,"Coosa, AL",650.93,16.4610634
20,1039,1,39,Alabama,Covington County,Covington County,36986,-86.45124254,31.2484924,6,0,0,0,0,0,1,0,1,"Covington, AL",1030.46,35.89270811
21,1041,1,41,Alabama,Crenshaw County,Crenshaw County,13824,-86.3135389,31.73150019,6,0,0,0,0,0,1,0,1,"Crenshaw, AL",608.84,22.7054727
22,1043,1,43,Alabama,Cullman County,Cullman County,83442,-86.86761942,34.1319411,5,0,0,0,0,1,0,0,1,"Cullman, AL",734.84,113.5512493
23,1045,1,45,Alabama,Dale County,Dale County,48956,-85.61103682,31.43182707,5,0,0,0,0,1,0,0,1,"Dale, AL",561.15,87.24227034
24,1047,1,47,Alabama,Dallas County,Dallas County,38310,-87.10648042,32.3259693,5,0,0,0,0,1,0,0,1,"Dallas, AL",978.7,39.14376213
25,1049,1,49,Alabama,DeKalb County,DeKalb County,71385,-85.80414264,34.45977296,6,0,0,0,0,0,1,0,1,"DeKalb, AL",777.09,91.86194649
26,1051,1,51,Alabama,Elmore County,Elmore County,81887,-86.14914658,32.596648,3,0,0,1,0,0,0,1,0,"Elmore, AL",618.49,132.3982603
27,1053,1,53,Alabama,Escambia County,Escambia County,36748,-87.16161987,31.12612255,6,0,0,0,0,0,1,0,1,"Escambia, AL",945.08,38.88348076
28,1055,1,55,Alabama,Etowah County,Etowah County,102501,-86.03476223,34.04525408,4,0,0,0,1,0,0,1,0,"Etowah, AL",534.99,191.5942354
29,1057,1,57,Alabama,Fayette County,Fayette County,16433,-87.73886197,33.72120615,6,0,0,0,0,0,1,0,1,"Fayette, AL",627.66,26.18137208
30,1059,1,59,Alabama,Franklin County,Franklin County,31363,-87.84381198,34.44167064,6,0,0,0,0,0,1,0,1,"Franklin, AL",633.82,49.48250292
31,1061,1,61,Alabama,Geneva County,Geneva County,26314,-85.8389849,31.09501669,4,0,0,0,1,0,0,1,0,"Geneva, AL",574.41,45.8104838
32,1063,1,63,Alabama,Greene County,Greene County,8233,-87.95223092,32.85313884,6,0,0,0,0,0,1,0,1,"Greene, AL",647.11,12.72272102
33,1065,1,65,Alabama,Hale County,Hale County,14726,-87.62911768,32.76266422,4,0,0,0,1,0,0,1,0,"Hale, AL",643.94,22.86859024
34,1067,1,67,Alabama,Henry County,Henry County,17209,-85.24140634,31.51469442,4,0,0,0,1,0,0,1,0,"Henry, AL",561.75,30.63462394
35,1069,1,69,Alabama,Houston County,Houston County,104722,-85.30252738,31.15318797,4,0,0,0,1,0,0,1,0,"Houston, AL",579.82,180.6112242
36,1071,1,71,Alabama,Jackson County,Jackson County,51736,-85.99930054,34.779416,5,0,0,0,0,1,0,0,1,"Jackson, AL",1077.87,47.99836715
37,1073,1,73,Alabama,Jefferson County,Jefferson County,659300,-86.89648961,33.55431428,1,1,0,0,0,0,0,1,0,"Jefferson, AL",1111.28,593.2798215
38,1075,1,75,Alabama,Lamar County,Lamar County,13844,-88.09689886,33.7792058,6,0,0,0,0,0,1,0,1,"Lamar, AL",604.85,22.88831942
39,1077,1,77,Alabama,Lauderdale County,Lauderdale County,92387,-87.65399801,34.90137239,4,0,0,0,1,0,0,1,0,"Lauderdale, AL",667.7,138.3660326
40,1079,1,79,Alabama,Lawrence County,Lawrence County,32957,-87.31104452,34.52165202,4,0,0,0,1,0,0,1,0,"Lawrence, AL",690.68,47.71674292
41,1081,1,81,Alabama,Lee County,Lee County,163941,-85.35556271,32.60113649,4,0,0,0,1,0,0,1,0,"Lee, AL",607.54,269.8439609
42,1083,1,83,Alabama,Limestone County,Limestone County,96174,-86.98137477,34.81007832,3,0,0,1,0,0,0,1,0,"Limestone, AL",559.94,171.7576883
43,1085,1,85,Alabama,Lowndes County,Lowndes County,9974,-86.6501077,32.15475001,3,0,0,1,0,0,0,1,0,"Lowndes, AL",715.91,13.93191882
44,1087,1,87,Alabama,Macon County,Macon County,18439,-85.69266866,32.38597369,6,0,0,0,0,0,1,0,1,"Macon, AL",608.89,30.28297394
45,1089,1,89,Alabama,Madison County,Madison County,366519,-86.55020652,34.76308971,3,0,0,1,0,0,0,1,0,"Madison, AL",801.59,457.2399855
46,1091,1,91,Alabama,Marengo County,Marengo County,19066,-87.78951929,32.24761341,6,0,0,0,0,0,1,0,1,"Marengo, AL",976.88,19.51723856
47,1093,1,93,Alabama,Marion County,Marion County,29763,-87.88713837,34.13654969,6,0,0,0,0,0,1,0,1,"Marion, AL",742.29,40.09618882
48,1095,1,95,Alabama,Marshall County,Marshall County,96109,-86.30663697,34.3669621,5,0,0,0,0,1,0,0,1,"Marshall, AL",565.84,169.8519016
49,1097,1,97,Alabama,Mobile County,Mobile County,413757,-88.19752955,30.68514692,3,0,0,1,0,0,0,1,0,"Mobile, AL",1229.44,336.5410268
50,1099,1,99,Alabama,Monroe County,Monroe County,21067,-87.36543078,31.57083669,6,0,0,0,0,0,1,0,1,"Monroe, AL",1025.68,20.5395445
51,1101,1,101,Alabama,Montgomery County,Montgomery County,225763,-86.20761427,32.22025795,3,0,0,1,0,0,0,1,0,"Montgomery, AL",784.25,287.8712145
52,1103,1,103,Alabama,Morgan County,Morgan County,119089,-86.85292157,34.45347203,4,0,0,0,1,0,0,1,0,"Morgan, AL",579.34,205.5597749
53,1105,1,105,Alabama,Perry County,Perry County,9140,-87.29440079,32.63846566,6,0,0,0,0,0,1,0,1,"Perry, AL",719.66,12.70044188
54,1107,1,107,Alabama,Pickens County,Pickens County,19938,-88.0886926,33.28087688,4,0,0,0,1,0,0,1,0,"Pickens, AL",881.41,22.62057385
55,1109,1,109,Alabama,Pike County,Pike County,33338,-85.94090815,31.80270849,5,0,0,0,0,1,0,0,1,"Pike, AL",672.09,49.60347572
56,1111,1,111,Alabama,Randolph County,Randolph County,22725,-85.45907016,33.29378734,6,0,0,0,0,0,1,0,1,"Randolph, AL",580.55,39.14391525
57,1113,1,113,Alabama,Russell County,Russell County,57781,-85.18496245,32.28838002,3,0,0,1,0,0,0,1,0,"Russell, AL",641.14,90.12228218
58,1115,1,115,Alabama,St. Clair County,St. Clair County,88690,-86.31468779,33.71570286,2,0,1,0,0,0,0,1,0,"St. Clair, AL",631.9,140.3544865
59,1117,1,117,Alabama,Shelby County,Shelby County,215707,-86.66064841,33.26427702,2,0,1,0,0,0,0,1,0,"Shelby, AL",784.93,274.8104927
60,1119,1,119,Alabama,Sumter County,Sumter County,12691,-88.19878961,32.59101753,6,0,0,0,0,0,1,0,1,"Sumter, AL",903.89,14.04042527
61,1121,1,121,Alabama,Talladega County,Talladega County,79828,-86.16590694,33.38005741,5,0,0,0,0,1,0,0,1,"Talladega, AL",736.78,108.3471321
62,1123,1,123,Alabama,Tallapoosa County,Tallapoosa County,40497,-85.79750224,32.86240494,6,0,0,0,0,0,1,0,1,"Tallapoosa, AL",716.52,56.51900854
63,1125,1,125,Alabama,Tuscaloosa County,Tuscaloosa County,208911,-87.52502995,33.28954984,4,0,0,0,1,0,0,1,0,"Tuscaloosa, AL",1321.76,158.0551689
64,1127,1,127,Alabama,Walker County,Walker County,63711,-87.2973574,33.80333474,2,0,1,0,0,0,0,1,0,"Walker, AL",791.19,80.52553748
65,1129,1,129,Alabama,Washington County,Washington County,16378,-88.20787681,31.40760379,6,0,0,0,0,0,1,0,1,"Washington, AL",1080.21,15.16186667
66,1131,1,131,Alabama,Wilcox County,Wilcox County,10627,-87.30820179,31.98924019,6,0,0,0,0,0,1,0,1,"Wilcox, AL",888.5,11.96060777
67,1133,1,133,Alabama,Winston County,Winston County,23660,-87.37368337,34.14922508,6,0,0,0,0,0,1,0,1,"Winston, AL",612.98,38.59832295
68,2013,2,13,Alaska,Aleutians East Borough,Aleutians East Borough,3515,-161.9472287,55.22452102,6,0,0,0,0,0,1,0,1,"Aleutians East, AK",6981.94,0.503441737
69,2016,2,16,Alaska,Aleutians West Census Area,Aleutians West Census Area,5723,-92.48807429,52.68022009,6,0,0,0,0,0,1,0,1,"Aleutians West, AK",4390.28,1.303561504
70,2020,2,20,Alaska,Anchorage Municipality,Anchorage Municipality,291538,-149.1885686,61.1482627,3,0,0,1,0,0,0,1,0,"Anchorage, AK",1704.68,171.0221273
71,2050,2,50,Alaska,Bethel Census Area,Bethel Census Area,18216,-160.195268,60.84909034,6,0,0,0,0,0,1,0,1,"Bethel, AK",40570,0.449001725
72,2060,2,60,Alaska,Bristol Bay Borough,Bristol Bay Borough,877,-156.9810153,58.73325608,6,0,0,0,0,0,1,0,1,"Bristol Bay, AK",503.84,1.740631947
73,2068,2,68,Alaska,Denali Borough,Denali Borough,2059,-150.0117147,63.67164195,6,0,0,0,0,0,1,0,1,"Denali, AK",12751.41,0.161472339
74,2070,2,70,Alaska,Dillingham Census Area,Dillingham Census Area,5000,-158.3482702,59.71399512,6,0,0,0,0,0,1,0,1,"Dillingham, AK",18568.78,0.269269171
75,2090,2,90,Alaska,Fairbanks North Star Borough,Fairbanks North Star Borough,98971,-146.5654229,64.80776616,4,0,0,0,1,0,0,1,0,"Fairbanks North Star, AK",7338.21,13.48707655
76,2100,2,100,Alaska,Haines Borough,Haines Borough,2474,-135.4606055,59.07114751,6,0,0,0,0,0,1,0,1,"Haines, AK",2318.6,1.067023204
77,2105,2,105,Alaska,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2151,-135.5598026,58.20931799,6,0,0,0,0,0,1,0,1,"Hoonah-Angoon, AK",7524.92,0.285850215
78,2110,2,110,Alaska,Juneau City and Borough,Juneau City and Borough,32113,-134.2119994,58.43450726,5,0,0,0,0,1,0,0,1,"Juneau, AK",2701.93,11.88520798
79,2122,2,122,Alaska,Kenai Peninsula Borough,Kenai Peninsula Borough,58533,-151.6980581,60.11940764,6,0,0,0,0,0,1,0,1,"Kenai Peninsula, AK",16075.33,3.641169419
80,2130,2,130,Alaska,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13918,-131.0464283,55.46086874,5,0,0,0,0,1,0,0,1,"Ketchikan Gateway, AK",4858.41,2.864723232
81,2150,2,150,Alaska,Kodiak Island Borough,Kodiak Island Borough,13345,-153.74916,57.66028714,6,0,0,0,0,0,1,0,1,"Kodiak Island, AK",6549.58,2.037535231
82,2158,2,158,Alaska,Kusilvak Census Area,Kusilvak Census Area,8303,-163.5254648,62.16001271,6,0,0,0,0,0,1,0,1,NA,NA,NA
83,2164,2,164,Alaska,Lake and Peninsula Borough,Lake and Peninsula Borough,1587,-156.5447968,58.27875386,6,0,0,0,0,0,1,0,1,"Lake and Peninsula, AK",23652.01,0.067097891
84,2170,2,170,Alaska,Matanuska-Susitna Borough,Matanuska-Susitna Borough,107610,-149.5802005,62.30467033,3,0,0,1,0,0,0,1,0,"Matanuska-Susitna, AK",24607.9,4.372985911
85,2180,2,180,Alaska,Nome Census Area,Nome Census Area,10008,-164.2443226,64.83545052,6,0,0,0,0,0,1,0,1,"Nome, AK",22961.76,0.435855091
86,2185,2,185,Alaska,North Slope Borough,North Slope Borough,9872,-153.5106055,69.36341185,6,0,0,0,0,0,1,0,1,"North Slope, AK",88695.41,0.111302265
87,2188,2,188,Alaska,Northwest Arctic Borough,Northwest Arctic Borough,7671,-160.0069785,67.00817244,6,0,0,0,0,0,1,0,1,"Northwest Arctic, AK",35572.58,0.215643622
88,2195,2,195,Alaska,Petersburg Borough,Petersburg Borough,3221,-133.0024593,57.11401308,6,0,0,0,0,0,1,0,1,"Petersburg, AK",3281.98,0.981419753
89,2198,2,198,Alaska,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,6422,-133.1930274,55.72717097,6,0,0,0,0,0,1,0,1,"Prince of Wales-Hyder, AK",3922.87,1.637066739
90,2220,2,220,Alaska,Sitka City and Borough,Sitka City and Borough,8647,-135.3049651,57.17977579,6,0,0,0,0,0,1,0,1,"Sitka, AK",2870.34,3.0125351
91,2230,2,230,Alaska,Skagway Municipality,Skagway Municipality,1148,-135.3366714,59.55999885,6,0,0,0,0,0,1,0,1,"Skagway, AK",452.33,2.537970066
92,2240,2,240,Alaska,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,6918,-143.2119923,63.87629598,6,0,0,0,0,0,1,0,1,"Southeast Fairbanks, AK",24768.81,0.279302881
93,2261,2,261,Alaska,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9164,-144.7601673,61.41689177,6,0,0,0,0,0,1,0,1,"Valdez-Cordova, AK",34239.88,0.267641125
94,2275,2,275,Alaska,Wrangell City and Borough,Wrangell City and Borough,2503,-132.1292251,56.29362718,6,0,0,0,0,0,1,0,1,"Wrangell, AK",2541.48,0.984859216
95,2282,2,282,Alaska,Yakutat City and Borough,Yakutat City and Borough,604,-141.0949885,59.54746494,6,0,0,0,0,0,1,0,1,"Yakutat, AK",7649.46,0.078959822
96,2290,2,290,Alaska,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5327,-151.389616,65.50865215,6,0,0,0,0,0,1,0,1,"Yukon-Koyukuk, AK",145504.79,0.036610479
97,4001,4,1,Arizona,Apache County,Apache County,71818,-109.4888541,35.39560314,6,0,0,0,0,0,1,0,1,"Apache, AZ",11197.52,6.413741614
98,4003,4,3,Arizona,Cochise County,Cochise County,126770,-109.7513001,31.87956126,4,0,0,0,1,0,0,1,0,"Cochise, AZ",6165.69,20.56055364
99,4005,4,5,Arizona,Coconino County,Coconino County,142854,-111.7705132,35.83873094,4,0,0,0,1,0,0,1,0,"Coconino, AZ",18618.89,7.672530425
100,4007,4,7,Arizona,Gila County,Gila County,53889,-110.8117371,33.79974987,5,0,0,0,0,1,0,0,1,"Gila, AZ",4757.93,11.32614393
101,4009,4,9,Arizona,Graham County,Graham County,38072,-109.8874379,32.93271576,5,0,0,0,0,1,0,0,1,"Graham, AZ",4622.6,8.23605763
102,4011,4,11,Arizona,Greenlee County,Greenlee County,9483,-109.2402169,33.21548318,6,0,0,0,0,0,1,0,1,"Greenlee, AZ",1843.13,5.145052167
103,4012,4,12,Arizona,La Paz County,La Paz County,21098,-113.981338,33.72926405,6,0,0,0,0,0,1,0,1,"La Paz, AZ",4499.63,4.68882997
104,4013,4,13,Arizona,Maricopa County,Maricopa County,4410824,-112.4912825,33.34882944,1,1,0,0,0,0,0,1,0,"Maricopa, AZ",9200.14,479.4300956
105,4015,4,15,Arizona,Mohave County,Mohave County,209550,-113.7579112,35.70405818,4,0,0,0,1,0,0,1,0,"Mohave, AZ",13311.08,15.74252427
106,4017,4,17,Arizona,Navajo County,Navajo County,110445,-110.3214029,35.39953935,5,0,0,0,0,1,0,0,1,"Navajo, AZ",9950.42,11.09953148
107,4019,4,19,Arizona,Pima County,Pima County,1039073,-111.7899302,32.09738665,3,0,0,1,0,0,0,1,0,"Pima, AZ",9187.04,113.1020437
108,4021,4,21,Arizona,Pinal County,Pinal County,447138,-111.3447269,32.9043583,2,0,1,0,0,0,0,1,0,"Pinal, AZ",5365.61,83.33404776
109,4023,4,23,Arizona,Santa Cruz County,Santa Cruz County,46511,-110.8465712,31.52600098,5,0,0,0,0,1,0,0,1,"Santa Cruz, AZ",1236.92,37.60227015
110,4025,4,25,Arizona,Yavapai County,Yavapai County,231993,-112.5538639,34.59988143,4,0,0,0,1,0,0,1,0,"Yavapai, AZ",8123.5,28.55825691
111,4027,4,27,Arizona,Yuma County,Yuma County,212128,-113.9055638,32.76940434,4,0,0,0,1,0,0,1,0,"Yuma, AZ",5513.99,38.47087137
112,5001,5,1,Arkansas,Arkansas County,Arkansas County,17769,-91.37490551,34.29080843,6,0,0,0,0,0,1,0,1,"Arkansas, AR",988.77,17.97081222
113,5003,5,3,Arkansas,Ashley County,Ashley County,20046,-91.76844756,33.19122198,6,0,0,0,0,0,1,0,1,"Ashley, AR",925.35,21.66315448
114,5005,5,5,Arkansas,Baxter County,Baxter County,41619,-92.33697135,36.28718854,5,0,0,0,0,1,0,0,1,"Baxter, AR",554.28,75.08659883
115,5007,5,7,Arkansas,Benton County,Benton County,272608,-94.25618985,36.33872361,3,0,0,1,0,0,0,1,0,"Benton, AR",847.36,321.7145015
116,5009,5,9,Arkansas,Boone County,Boone County,37480,-93.09156272,36.30859909,5,0,0,0,0,1,0,0,1,"Boone, AR",590.23,63.50066923
117,5011,5,11,Arkansas,Bradley County,Bradley County,10897,-92.16240165,33.46642244,6,0,0,0,0,0,1,0,1,"Bradley, AR",649.23,16.78449856
118,5013,5,13,Arkansas,Calhoun County,Calhoun County,5277,-92.50304416,33.55803416,5,0,0,0,0,1,0,0,1,"Calhoun, AR",628.58,8.395112794
119,5015,5,15,Arkansas,Carroll County,Carroll County,28223,-93.53824872,36.34102854,6,0,0,0,0,0,1,0,1,"Carroll, AR",630.09,44.79201384
120,5017,5,17,Arkansas,Chicot County,Chicot County,10438,-91.29397282,33.26725532,6,0,0,0,0,0,1,0,1,"Chicot, AR",644.3,16.2005277
121,5019,5,19,Arkansas,Clark County,Clark County,22061,-93.17636749,34.05095586,5,0,0,0,0,1,0,0,1,"Clark, AR",866.07,25.47253686
122,5021,5,21,Arkansas,Clay County,Clay County,14847,-90.41738357,36.3683942,6,0,0,0,0,0,1,0,1,"Clay, AR",639.47,23.21766463
123,5023,5,23,Arkansas,Cleburne County,Cleburne County,24965,-92.02673573,35.53810925,6,0,0,0,0,0,1,0,1,"Cleburne, AR",553.69,45.08840687
124,5025,5,25,Arkansas,Cleveland County,Cleveland County,8018,-92.1851442,33.89836325,4,0,0,0,1,0,0,1,0,"Cleveland, AR",597.78,13.41296129
125,5027,5,27,Arkansas,Columbia County,Columbia County,23537,-93.22730869,33.2142872,5,0,0,0,0,1,0,0,1,"Columbia, AR",766.05,30.72514849
126,5029,5,29,Arkansas,Conway County,Conway County,20891,-92.70131544,35.26221463,6,0,0,0,0,0,1,0,1,"Conway, AR",552.25,37.82888185
127,5031,5,31,Arkansas,Craighead County,Craighead County,108558,-90.63284126,35.8307887,4,0,0,0,1,0,0,1,0,"Craighead, AR",707.21,153.5017887
128,5033,5,33,Arkansas,Crawford County,Crawford County,63406,-94.24285961,35.58909091,3,0,0,1,0,0,0,1,0,"Crawford, AR",593.09,106.9078892
129,5035,5,35,Arkansas,Crittenden County,Crittenden County,48342,-90.30886071,35.20794199,2,0,1,0,0,0,0,1,0,"Crittenden, AR",609.76,79.28037261
130,5037,5,37,Arkansas,Cross County,Cross County,16676,-90.77122685,35.29572612,6,0,0,0,0,0,1,0,1,"Cross, AR",616.38,27.05473896
131,5039,5,39,Arkansas,Dallas County,Dallas County,7182,-92.6544402,33.96983113,6,0,0,0,0,0,1,0,1,"Dallas, AR",667.39,10.76132396
132,5041,5,41,Arkansas,Desha County,Desha County,11512,-91.25394427,33.83333318,6,0,0,0,0,0,1,0,1,"Desha, AR",768.15,14.98665625
133,5043,5,43,Arkansas,Drew County,Drew County,18328,-91.72002046,33.58945057,6,0,0,0,0,0,1,0,1,"Drew, AR",828.36,22.12564585
134,5045,5,45,Arkansas,Faulkner County,Faulkner County,124806,-92.33204413,35.14697857,3,0,0,1,0,0,0,1,0,"Faulkner, AR",647.88,192.6375255
135,5047,5,47,Arkansas,Franklin County,Franklin County,17810,-93.89061945,35.51235063,6,0,0,0,0,0,1,0,1,"Franklin, AR",608.86,29.25138784
136,5049,5,49,Arkansas,Fulton County,Fulton County,12269,-91.81823772,36.38166958,6,0,0,0,0,0,1,0,1,"Fulton, AR",618.19,19.84664909
137,5051,5,51,Arkansas,Garland County,Garland County,99154,-93.15042488,34.57668597,4,0,0,0,1,0,0,1,0,"Garland, AR",677.78,146.2923072
138,5053,5,53,Arkansas,Grant County,Grant County,18188,-92.42358304,34.29001775,3,0,0,1,0,0,0,1,0,"Grant, AR",631.81,28.78713537
139,5055,5,55,Arkansas,Greene County,Greene County,45325,-90.55907173,36.11769772,5,0,0,0,0,1,0,0,1,"Greene, AR",577.7,78.45767699
140,5057,5,57,Arkansas,Hempstead County,Hempstead County,21741,-93.66844316,33.73530459,6,0,0,0,0,0,1,0,1,"Hempstead, AR",727.52,29.88371454
141,5059,5,59,Arkansas,Hot Spring County,Hot Spring County,33701,-92.94600573,34.3176343,5,0,0,0,0,1,0,0,1,"Hot Spring, AR",615.2,54.78055917
142,5061,5,61,Arkansas,Howard County,Howard County,13341,-93.99349336,34.08874293,6,0,0,0,0,0,1,0,1,"Howard, AR",588.55,22.66757285
143,5063,5,63,Arkansas,Independence County,Independence County,37678,-91.56972441,35.74157956,5,0,0,0,0,1,0,0,1,"Independence, AR",763.95,49.31998167
144,5065,5,65,Arkansas,Izard County,Izard County,13593,-91.91341718,36.0948747,6,0,0,0,0,0,1,0,1,"Izard, AR",580.58,23.4127941
145,5067,5,67,Arkansas,Jackson County,Jackson County,16811,-91.21457069,35.59923055,6,0,0,0,0,0,1,0,1,"Jackson, AR",633.94,26.51828249
146,5069,5,69,Arkansas,Jefferson County,Jefferson County,68114,-91.9315146,34.26878509,4,0,0,0,1,0,0,1,0,"Jefferson, AR",870.75,78.22451909
147,5071,5,71,Arkansas,Johnson County,Johnson County,26742,-93.45991002,35.57005489,6,0,0,0,0,0,1,0,1,"Johnson, AR",659.8,40.53046378
148,5073,5,73,Arkansas,Lafayette County,Lafayette County,6682,-93.60703899,33.24098109,6,0,0,0,0,0,1,0,1,"Lafayette, AR",528.27,12.64883488
149,5075,5,75,Arkansas,Lawrence County,Lawrence County,16434,-91.10707479,36.04124742,6,0,0,0,0,0,1,0,1,"Lawrence, AR",587.61,27.96752948
150,5077,5,77,Arkansas,Lee County,Lee County,8985,-90.78206732,34.78062294,6,0,0,0,0,0,1,0,1,"Lee, AR",602.62,14.90989347
151,5079,5,79,Arkansas,Lincoln County,Lincoln County,13383,-91.73332487,33.95746756,4,0,0,0,1,0,0,1,0,"Lincoln, AR",561.52,23.83352329
152,5081,5,81,Arkansas,Little River County,Little River County,12326,-94.23434088,33.70053989,4,0,0,0,1,0,0,1,0,"Little River, AR",532.25,23.15829028
153,5083,5,83,Arkansas,Logan County,Logan County,21737,-93.71630623,35.21527246,6,0,0,0,0,0,1,0,1,"Logan, AR",708.13,30.69634107
154,5085,5,85,Arkansas,Lonoke County,Lonoke County,73657,-91.88866766,34.75427031,3,0,0,1,0,0,0,1,0,"Lonoke, AR",770.73,95.56783828
155,5087,5,87,Arkansas,Madison County,Madison County,16481,-93.72456296,36.01096465,3,0,0,1,0,0,0,1,0,"Madison, AR",834.26,19.75523218
156,5089,5,89,Arkansas,Marion County,Marion County,16722,-92.68422022,36.2683475,6,0,0,0,0,0,1,0,1,"Marion, AR",597.01,28.00958108
157,5091,5,91,Arkansas,Miller County,Miller County,43592,-93.8915606,33.31214659,4,0,0,0,1,0,0,1,0,"Miller, AR",625.58,69.68253461
158,5093,5,93,Arkansas,Mississippi County,Mississippi County,41239,-90.05416597,35.7639015,5,0,0,0,0,1,0,0,1,"Mississippi, AR",900.57,45.79210944
159,5095,5,95,Arkansas,Monroe County,Monroe County,6900,-91.20389154,34.67783837,6,0,0,0,0,0,1,0,1,"Monroe, AR",607.12,11.36513375
160,5097,5,97,Arkansas,Montgomery County,Montgomery County,8924,-93.65953174,34.5387936,6,0,0,0,0,0,1,0,1,"Montgomery, AR",779.88,11.44278607
161,5099,5,99,Arkansas,Nevada County,Nevada County,8326,-93.3071433,33.66396607,6,0,0,0,0,0,1,0,1,"Nevada, AR",617.84,13.47598084
162,5101,5,101,Arkansas,Newton County,Newton County,7805,-93.21786718,35.91997472,5,0,0,0,0,1,0,0,1,"Newton, AR",820.9,9.50785723
163,5103,5,103,Arkansas,Ouachita County,Ouachita County,23606,-92.88193435,33.59335504,5,0,0,0,0,1,0,0,1,"Ouachita, AR",732.78,32.21430716
164,5105,5,105,Arkansas,Perry County,Perry County,10352,-92.9314711,34.94737468,3,0,0,1,0,0,0,1,0,"Perry, AR",551.4,18.77402974
165,5107,5,107,Arkansas,Phillips County,Phillips County,18029,-90.8480221,34.42829125,5,0,0,0,0,1,0,0,1,"Phillips, AR",695.66,25.91639594
166,5109,5,109,Arkansas,Pike County,Pike County,10673,-93.65634167,34.16349804,6,0,0,0,0,0,1,0,1,"Pike, AR",600.62,17.76997103
167,5111,5,111,Arkansas,Poinsett County,Poinsett County,23974,-90.66294004,35.57403212,4,0,0,0,1,0,0,1,0,"Poinsett, AR",758.39,31.61170374
168,5113,5,113,Arkansas,Polk County,Polk County,20049,-94.22806848,34.48584475,6,0,0,0,0,0,1,0,1,"Polk, AR",857.68,23.37585113
169,5115,5,115,Arkansas,Pope County,Pope County,64000,-93.03416006,35.4476331,5,0,0,0,0,1,0,0,1,"Pope, AR",812.55,78.76438373
